address,model,status,n_tokens,prompt_tokens,completion_tokens,gen_code,is_empty
0x3380f0d42bf90489c516dcd3b38ca73a029c3daa,elipmoc_3,1,831.0,463.0,368.0,1.0,False
0x341f9c6c60c07fd11ef0bbc93586a2b9d68bfcf0,elipmoc_4,1,6029.0,5524.0,505.0,1.0,False
0x344bd3872f67d37757b48155ba4666e780fc47b5,elipmoc_3,1,5339.0,4860.0,479.0,1.0,False
0x34ddc40e17bc8f0a159ba4fc297e55bd3f7c75aa,elipmoc_3,1,5830.0,4771.0,1059.0,1.0,False
0x354a16be55329b65837dce830cfd71265da0f53c,elipmoc_5,1,3089.0,2051.0,1038.0,1.0,False
0x3565f84c8cd841ff9f2773d02f492e3b058aec5e,elipmoc_3,1,1621.0,1123.0,498.0,1.0,False
0x35a6f91c15538ae4a666db6d39395fd657a108f6,elipmoc_3,Request timed out.,0.0,0.0,0.0,0.0,0
0x35c3034556b81132e682db2f879e6f30721b847c,elipmoc_3,1,900.0,477.0,423.0,1.0,False
0x3612d93f91c8fdb5f158a7c35dd7f87c63ad3f9b,elipmoc_3,1,2467.0,1859.0,608.0,1.0,False
0x3633c61be0dd1b1fd20a97e05c5ed880a204de33,elipmoc_4,1,3160.0,2664.0,496.0,1.0,False
0x364a6b4c75fd0cdb50676bb0e694b66b184af693,elipmoc_2,1,2477.0,1780.0,697.0,1.0,False
0x364aa6b380cb4f9cee6711326d6b33a81ce1998c,elipmoc_4,1,2909.0,2054.0,855.0,1.0,False
0x366c513514176bc0edc1e17c290f54f308e43ac3,elipmoc_1,1,2277.0,1752.0,525.0,1.0,False
0x3689f372eb8ae130b1767664ad1c75528c815811,elipmoc_3,1,684.0,341.0,343.0,1.0,False
0x36bdc3b60dc5491fbc7d74a05709e94d5b554321,elipmoc_2,1,2507.0,1966.0,541.0,1.0,False
0x375f2ee0f07eb52fe31566dcf5ae76e1c01b12cc,elipmoc_3,1,2853.0,2194.0,659.0,1.0,False
0x37cae345004fac08c225be1a1cb0eed9e8e04405,elipmoc_3,1,1330.0,834.0,496.0,1.0,False
0x37f387fe48c9569500b514a1c7e1f6b04be8d421,elipmoc_3,1,3401.0,2937.0,464.0,1.0,False
0x38894302a6eabea6f2b29b508031d2ed75f0be22,elipmoc_2,1,3774.0,2702.0,1072.0,1.0,False
0x3956925d7d5199a6db1f42347fedbcd35312ae82,elipmoc_2,1,3654.0,2752.0,902.0,1.0,False
0x39685718663bf4ad2206f1baf7aadbca0e7d7f95,elipmoc_3,1,7806.0,7156.0,650.0,1.0,False
0x399f7c9aa6d2c9ecf7d1c40c808d15c1f8d6d390,elipmoc_1,1,4012.0,3326.0,686.0,1.0,False
0x39cfd754c85023648bf003bea2dd498c5612abfa,elipmoc_3,1,1482.0,918.0,564.0,1.0,False
0x39dd0ac05016b2d4f82fdb3b70d011239abffa8b,elipmoc_4,1,3963.0,2939.0,1024.0,1.0,False
0x39fbd1140cd1fc298f00c3ea64b3591de94c67e7,elipmoc_3,Connection error.,0.0,0.0,0.0,0.0,0
0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01,elipmoc_2,1,1565.0,955.0,610.0,1.0,False
0x3a580a0d295d3f5a8137a91448b03f2bdc22aa2c,elipmoc_3,1,1605.0,1184.0,421.0,1.0,False
0x3aa11fb28dcd0bd5588d04b717c94cfbf25fa20d,elipmoc_3,1,3134.0,2244.0,890.0,1.0,False
0x3b0e5a2a318616b1673b0bc7a91dd7c6d85b7e56,elipmoc_3,1,2870.0,2330.0,540.0,1.0,False
0x3b39fbe86e4a8ee37a4928ee6877a46aaa47ce06,elipmoc_3,1,5245.0,4754.0,491.0,1.0,False
